Course_Original,Course_Number,Section,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 25,Seats Available after Phase 25,Phase 25 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price
38002-81,38002,81,Managerial Decision Making,Spring,2025,"Tuesday, 6:00 pm - 9:00 pm","Hastie, Reid",31.0,34,0.0,30.0,35,0.0,,,,,,,,,,,,
38103-01,38103,01,Strategies and Processes of Negotiation,Spring,2025,"Friday, 08:30 am - 11:30 am","Chaudhry, Shereen",55.0,CLO,0.0,33.0,22,0.0,,,,,,,,,,,,
38103-02,38103,02,Strategies and Processes of Negotiation,Spring,2025,"Friday, 01:30 pm - 04:30 pm","Chaudhry, Shereen",27.0,28,0.0,28.0,27,0.0,,,,,,,,,,,,
38103-03,38103,03,Strategies and Processes of Negotiation,Spring,2025,"Thursday, 01:30 pm - 04:30 pm","Zinchenko, Elena",55.0,CLO,3577.0,55.0,CLO,3999.0,,,,,,,,,,,,
38103-04,38103,04,Strategies and Processes of Negotiation,Spring,2025,"Wednesday, 8:30 am - 11:30 am","Burrows, John",55.0,CLO,4500.0,55.0,CLO,7556.0,,,,,,,,,,,,
38103-05,38103,05,Strategies and Processes of Negotiation,Spring,2025,"Tuesday, 1:30 pm - 4:30 pm","Kirgios, Erika",55.0,CLO,107.0,55.0,CLO,14998.0,,,,,,,,,,,,
38103-81,38103,81,Strategies and Processes of Negotiation,Spring,2025,"Thursday, 6:00 pm - 9:00 pm","Chaudhry, Shereen",14.0,41,0.0,12.0,43,0.0,,,,,,,,,,,,
38103-82,38103,82,Strategies and Processes of Negotiation,Spring,2025,"Tuesday, 6:00 pm - 9:00 pm","Kirgios, Erika",43.0,12,0.0,45.0,10,0.0,,,,,,,,,,,,
38103-85,38103,85,Strategies and Processes of Negotiation,Spring,2025,"Saturday, 1:30 pm - 4:30 pm","Chaudhry, Shereen",32.0,23,0.0,32.0,23,0.0,,,,,,,,,,,,
38105-01,38105,01,Advanced Negotiations,Spring,2025,"Tuesday, 08:30 am - 11:30 am","Wu, George",34.0,6,0.0,40.0,CLO,3888.0,,,,,,,,,,,,
38105-02,38105,02,Advanced Negotiations,Spring,2025,"Tuesday, 01:30 pm - 04:30 pm","Wu, George",38.0,2,0.0,40.0,CLO,8687.0,,,,,,,,,,,,
38105-81,38105,81,Advanced Negotiations,Spring,2025,"Tuesday, 6:00 pm - 9:00 pm","Wu, George",15.0,25,0.0,20.0,20,0.0,,,,,,,,,,,,
38107-01,38107,01,Crafting and Delivering Persuasive Narratives,Spring,2025,"Wednesday, 05:00 pm - 08:00 pm","Weitzman, Hal",36.0,CLO,7521.0,36.0,CLO,0.0,,,,,,,,,,,,
38601-60,38601,60,Workshop in Behavioral Science,Spring,2025,"Monday, 10:10 am - 11:30 am","Jackson, Joshua; Risen, Jane",7.0,23,0.0,7.0,23,0.0,,,,,,,,,,,,
38902-50,38902,50,Current Topics in Behavioral Science II,Spring,2025,"Wednesday, 8:30 am - 11:30 am","O'Brien, Ed; Risen, Jane",6.0,13,0.0,6.0,13,0.0,,,,,,,,,,,,
38918-50,38918,50,Behavioral Economics - Theory & the Lab,Spring,2025,"Tuesday, 08:30 am - 11:30 am","Imas, Alex",4.0,18,0.0,5.0,17,0.0,,,,,,,,,,,,
39001-81,39001,81,Strategy and Structure: Markets and Organizations,Spring,2025,"Wednesday, 6:00 pm - 9:00 pm","Li, Ningzi",37.0,28,0.0,42.0,23,0.0,,,,,,,,,,,,
39101-01,39101,01,Technology Strategy,Spring,2025,"Friday, 01:30 pm - 04:30 pm","Knez, Marc",46.0,19,0.0,54.0,11,0.0,,,,,,,,,,,,
39101-85,39101,85,Technology Strategy,Spring,2025,"Saturday, 9:00 am - 12:00 pm","Knez, Marc",29.0,36,0.0,26.0,39,0.0,,,,,,,,,,,,
40000-01,40000,01,Operations Management: Business Process Fundamentals,Spring,2025,"Tuesday, 1:30 pm - 4:30 pm","Zhong, Yuan",54.0,11,0.0,65.0,CLO,5.0,,,,,,,,,,,,
40000-02,40000,02,Operations Management: Business Process Fundamentals,Spring,2025,"Wednesday, 8:30 am - 11:30 am","Zhong, Yuan",25.0,40,0.0,38.0,27,0.0,,,,,,,,,,,,
40000-03,40000,03,Operations Management: Business Process Fundamentals,Spring,2025,"Thursday, 8:30 am - 11:30 am","Candogan, Ozan",44.0,21,0.0,45.0,20,0.0,,,,,,,,,,,,
40000-04,40000,04,Operations Management: Business Process Fundamentals,Spring,2025,"Thursday, 1:30 pm - 4:30 pm","Candogan, Ozan",35.0,30,0.0,44.0,21,0.0,,,,,,,,,,,,
40000-81,40000,81,Operations Management: Business Process Fundamentals,Spring,2025,"Wednesday, 6:00 pm - 9:00 pm","Zhong, Yuan",29.0,36,0.0,24.0,41,0.0,,,,,,,,,,,,
40108-85,40108,85,Revenue Management,Spring,2025,"Saturday, 1:30 pm - 4:30 pm","Caldentey, Rene",46.0,19,0.0,47.0,18,0.0,,,,,,,,,,,,
41000-81,41000,81,Business Statistics,Spring,2025,"Wednesday, 6:00 pm - 9:00 pm","Li, Shuangning",18.0,47,0.0,20.0,45,0.0,,,,,,,,,,,,
41000-85,41000,85,Business Statistics,Spring,2025,"Saturday, 9:00 am - 12:00 pm","Li, Shuangning",12.0,53,0.0,10.0,55,0.0,,,,,,,,,,,,
41204-01,41204,01,Machine Learning,Spring,2025,"Wednesday, 01:30 pm - 04:30 pm","Hansen, Christian; Kozbur, Damian",65.0,CLO,13.0,65.0,CLO,4000.0,,,,,,,,,,,,
41204-81,41204,81,Machine Learning,Spring,2025,"Wednesday, 6:00 pm - 9:00 pm","Hansen, Christian; Kozbur, Damian",33.0,32,0.0,34.0,31,0.0,,,,,,,,,,,,
41600-60,41600,60,Econometrics and Statistics Colloquium,Spring,2025,"Thursday, 01:20 pm - 02:30 pm","Smetanina, Ekaterina (Katja); Toulis (Panos), Panagiotis",7.0,23,0.0,7.0,23,0.0,,,,,,,,,,,,
41903-50,41903,50,Applied Econometrics,Spring,2025,"Thursday,Tuesday, 03:00 pm - 04:30 pm","Hansen, Christian",9.0,15,0.0,10.0,14,0.0,,,,,,,,,,,,
42001-01,42001,01,Competitive Strategy,Spring,2025,"Monday, 01:30 pm - 04:30 pm","Leshno, Jacob",36.0,29,0.0,48.0,17,0.0,,,,,,,,,,,,
42001-02,42001,02,Competitive Strategy,Spring,2025,"Tuesday, 01:30 pm - 04:30 pm","Leshno, Jacob",65.0,CLO,25.0,65.0,CLO,3000.0,,,,,,,,,,,,
42001-81,42001,81,Competitive Strategy,Spring,2025,"Monday, 6:00 pm - 9:00 pm","Leshno, Jacob",41.0,24,0.0,46.0,19,0.0,,,,,,,,,,,,
42001-85,42001,85,Competitive Strategy,Spring,2025,"Saturday, 1:30 pm - 4:30 pm","Shivakumar, Ram",57.0,8,0.0,59.0,6,0.0,,,,,,,,,,,,
42005-81,42005,81,Literature and Leadership,Spring,2025,"Tuesday, 6:00 pm - 9:00 pm","Barry, Brian",52.0,13,0.0,64.0,1,0.0,,,,,,,,,,,,
42124-01,42124,01,Storytelling and Narratives in Business,Spring,2025,"Thursday, 01:30 pm - 04:30 pm","Rolnik, Guy",65.0,CLO,4444.0,65.0,CLO,12200.0,,,,,,,,,,,,
42124-02,42124,02,Storytelling and Narratives in Business,Spring,2025,"Friday, 01:30 pm - 04:30 pm","Rolnik, Guy",9.0,56,0.0,9.0,56,0.0,,,,,,,,,,,,
42124-81,42124,81,Storytelling and Narratives in Business,Spring,2025,"Thursday, 6:00 pm - 9:00 pm","Rolnik, Guy",61.0,4,0.0,64.0,1,0.0,,,,,,,,,,,,
42124-85,42124,85,Storytelling and Narratives in Business,Spring,2025,"Saturday, 9:00 am - 12:00 pm","Rolnik, Guy",48.0,17,0.0,51.0,14,0.0,,,,,,,,,,,,
42135-01,42135,01,Platforms and Market Design,Spring,2025,"Monday, 01:30 pm - 04:30 pm","Budish, Eric",65.0,CLO,270.0,65.0,CLO,12000.0,,,,,,,,,,,,
42135-81,42135,81,Platforms and Market Design,Spring,2025,"Monday, 6:00 pm - 9:00 pm","Budish, Eric",36.0,29,0.0,35.0,30,0.0,,,,,,,,,,,,
42310-01,42310,01,Health-Tech Strategy,Spring,2025,"Wednesday, 1:30 pm - 4:30 pm","Patadia, Dipul",65.0,CLO,203.0,65.0,CLO,17295.0,,,,,,,,,,,,
30000-01,30000,01,Financial Accounting,Winter,2025,"Tuesday, 05:00 pm - 08:00 pm","Tomy, Rimmy",40.0,25,0.0,49.0,16,0.0,47.0,18,0.0,,,,,,,46.0,19,0.0
30000-02,30000,02,Financial Accounting,Winter,2025,"Wednesday, 01:30 pm - 04:30 pm","Tomy, Rimmy",65.0,CLO,571.0,65.0,CLO,0.0,65.0,CLO,5253.0,,,,,,,65.0,CLO,404.0
30000-81,30000,81,Financial Accounting,Winter,2025,"Wednesday, 6:00 pm - 9:00 pm","Tomy, Rimmy",18.0,47,0.0,18.0,47,0.0,,,,30.0,35,0.0,29.0,36,0.0,37.0,28,0.0
30005-01,30005,01,Internal Information for Strategic Decisions,Winter,2025,"Monday, 08:30 am - 11:30 am","Costello, Anna",60.0,5,0.0,70.0,CLO,3000.0,69.0,1,0.0,,,,,,,70.0,CLO,1000.0
30005-02,30005,02,Internal Information for Strategic Decisions,Winter,2025,"Monday, 01:30 pm - 04:30 pm","Costello, Anna",65.0,CLO,965.0,65.0,CLO,0.0,65.0,CLO,743.0,,,,,,,65.0,CLO,1111.0
30005-81,30005,81,Internal Information for Strategic Decisions,Winter,2025,"Wednesday, 6:00 pm - 9:00 pm","Costello, Anna",32.0,33,0.0,40.0,25,0.0,65.0,CLO,513.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,5749.0
30118-01,30118,01,Taxes and Business Strategy,Winter,2025,"Tuesday, 01:30 pm - 04:30 pm","Weiss, Ira",70.0,CLO,3015.0,70.0,CLO,6000.0,70.0,CLO,2700.0,,,,,,,70.0,CLO,5000.0
30118-81,30118,81,Taxes and Business Strategy,Winter,2025,"Tuesday, 6:00 pm - 9:00 pm","Weiss, Ira",21.0,44,0.0,24.0,41,0.0,70.0,CLO,27.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,105.0
30130-01,30130,01,Financial Statement Analysis,Winter,2025,"Monday, 05:00 pm - 08:00 pm","Smith, Abbie",70.0,CLO,2503.0,70.0,CLO,5648.0,70.0,CLO,1.0,,,,,,,70.0,CLO,1000.0
30130-81,30130,81,Financial Statement Analysis,Winter,2025,"Tuesday, 6:00 pm - 9:00 pm","Smith, Abbie",36.0,29,0.0,45.0,20,0.0,70.0,CLO,4500.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,3801.0
30130-85,30130,85,Financial Statement Analysis,Winter,2025,"Saturday, 1:30 pm - 4:30 pm","Smith, Abbie",38.0,27,0.0,53.0,12,0.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0,70.0,CLO,0.0
30131-01,30131,01,Advanced Financial Analysis and Valuation for Global Firms,Winter,2025,"Wednesday, 01:30 pm - 04:30 pm","McClure, Charles",70.0,CLO,2000.0,70.0,CLO,6000.0,70.0,CLO,10000.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,3773.0
30131-02,30131,02,Advanced Financial Analysis and Valuation for Global Firms,Winter,2025,"Wednesday, 05:00 pm - 08:00 pm","McClure, Charles",65.0,5,0.0,70.0,CLO,2001.0,70.0,CLO,450.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,508.0
30135-01,30135,01,AI and Financial Information,Winter,2025,"Thursday, 08:30 am - 11:30 am","Levy, Bradford",65.0,CLO,291.0,65.0,CLO,14667.0,63.0,2,0.0,63.0,2,0.0,63.0,2,0.0,65.0,CLO,2776.0
30600-60,30600,60,Workshop in Accounting Research,Winter,2025,"Thursday, 01:20 pm - 02:50 pm","McClure, Charles; Riggs-Cragun, Amoray",5.0,25,0.0,6.0,24,0.0,,,,,,,,,,6.0,24,0.0
30905-50,30905,50,Corporate Social Responsibility and Policy Assessment,Winter,2025,"Wednesday, 3:00 pm - 6:00 pm","Christensen, Hans",6.0,14,0.0,6.0,14,0.0,,,,,,,,,,6.0,14,0.0
30931-50,30931,50,Research Seminar in Accounting,Winter,2025,"Thursday, 10:00 am - 11:30 am","Samuels, Delphine; Stewart, Christopher; Tomy, Rimmy",3.0,17,0.0,4.0,16,0.0,,,,,,,,,,4.0,16,0.0
31402-01,31402,01,Leadership Practicum,Winter,2025,"Thursday, 8:30 am - 11:30 am","Collins, Chris",12.0,28,0.0,14.0,26,0.0,19.0,21,0.0,19.0,21,0.0,19.0,21,0.0,20.0,20,0.0
31403-01,31403,01,Leadership Studio,Winter,2025,"Thursday, 1:30 pm - 4:30 pm","Davis, Harry; Tennant, Nancy",25.0,5,0.0,30.0,CLO,1201.0,30.0,CLO,1037.0,,,,,,,29.0,1,0.0
32120-01,32120,01,Data Analysis with Python and SQL,Winter,2025,"Monday, 08:30 am - 11:30 am","Kattan, Lara",35.0,CLO,700.0,35.0,CLO,8000.0,35.0,CLO,0.0,35.0,CLO,0.0,35.0,CLO,0.0,33.0,2,0.0
32120-02,32120,02,Data Analysis with Python and SQL,Winter,2025,"Monday, 01:30 pm - 04:30 pm","Kattan, Lara",35.0,CLO,2000.0,35.0,CLO,6250.0,35.0,CLO,3102.0,35.0,CLO,0.0,35.0,CLO,0.0,35.0,CLO,7043.0
32120-81,32120,81,Data Analysis with Python and SQL,Winter,2025,"Wednesday, 6:00 pm - 9:00 pm","Kattan, Lara",35.0,CLO,100.0,35.0,CLO,20000.0,35.0,CLO,0.0,35.0,CLO,0.0,35.0,CLO,0.0,35.0,CLO,10000.0
32200-01,32200,01,Artificial Intelligence,Winter,2025,"Monday, 8:30 am - 11:30 am","Xiu, Dacheng",61.0,4,0.0,65.0,CLO,3000.0,64.0,1,0.0,64.0,1,0.0,64.0,1,0.0,65.0,CLO,701.0
32210-01,32210,01,Generative Thinking,Winter,2025,"Wednesday, 8:30 am - 11:30 am","Misra, Sanjog",65.0,CLO,3001.0,65.0,CLO,3246.0,65.0,CLO,3340.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
33001-01,33001,01,Microeconomics,Winter,2025,"Thursday, 01:30 pm - 04:30 pm","Dizon-Ross, Rebecca",70.0,CLO,1000.0,70.0,CLO,12000.0,70.0,CLO,5870.0,,,,,,,70.0,CLO,8000.0
33001-81,33001,81,Microeconomics,Winter,2025,"Thursday, 6:00 pm - 9:00 pm","Dizon-Ross, Rebecca",20.0,45,0.0,23.0,42,0.0,,,,44.0,21,0.0,41.0,24,0.0,65.0,CLO,333.0
33001-85,33001,85,Microeconomics,Winter,2025,"Saturday, 9:00 am - 12:00 pm","Dizon-Ross, Rebecca",17.0,48,0.0,19.0,46,0.0,,,,30.0,35,0.0,30.0,35,0.0,45.0,20,0.0
33050-01,33050,01,Macroeconomics and the Business Environment,Winter,2025,"Monday, 08:30 am - 11:30 am","Vavra, Joseph",32.0,33,0.0,45.0,20,0.0,44.0,21,0.0,,,,,,,41.0,24,0.0
33050-02,33050,02,Macroeconomics and the Business Environment,Winter,2025,"Tuesday, 08:30 am - 11:30 am","Vavra, Joseph",51.0,14,0.0,65.0,CLO,506.0,65.0,CLO,4000.0,,,,,,,65.0,CLO,50.0
33050-81,33050,81,Macroeconomics and the Business Environment,Winter,2025,"Monday, 6:00 pm - 9:00 pm","Vavra, Joseph",54.0,11,0.0,64.0,1,0.0,65.0,CLO,9908.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,9002.0
33050-85,33050,85,Macroeconomics and the Business Environment,Winter,2025,"Saturday, 1:30 pm - 4:30 pm","Faberman, Jason",12.0,53,0.0,12.0,53,0.0,15.0,50,0.0,15.0,50,0.0,15.0,50,0.0,17.0,48,0.0
33112-01,33112,01,Business in Historical Perspective,Winter,2025,"Monday, 08:30 am - 11:30 am","Hornbeck, Richard",65.0,CLO,14.0,65.0,CLO,2011.0,65.0,CLO,410.0,65.0,CLO,0.0,65.0,CLO,0.0,63.0,2,0.0
33112-02,33112,02,Business in Historical Perspective,Winter,2025,"Monday, 01:30 pm - 04:30 pm","Hornbeck, Richard",65.0,CLO,91.0,65.0,CLO,6584.0,65.0,CLO,3543.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,1342.0
33112-81,33112,81,Business in Historical Perspective,Winter,2025,"Monday, 6:00 pm - 9:00 pm","Hornbeck, Richard",30.0,35,0.0,38.0,27,0.0,64.0,1,0.0,65.0,CLO,3912.0,65.0,CLO,0.0,65.0,CLO,1111.0
33401-01,33401,01,Money and Banking,Winter,2025,"Thursday,Tuesday, 10:10 am - 11:30 am","Huber, Kilian",25.0,40,0.0,43.0,22,0.0,46.0,19,0.0,46.0,19,0.0,46.0,19,0.0,44.0,21,0.0
33401-02,33401,02,Money and Banking,Winter,2025,"Tuesday, 01:30 pm - 04:30 pm","Huber, Kilian",65.0,CLO,1.0,65.0,CLO,3000.0,65.0,CLO,4007.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,753.0
33401-81,33401,81,Money and Banking,Winter,2025,"Tuesday, 6:00 pm - 9:00 pm","Huber, Kilian",65.0,CLO,1000.0,65.0,CLO,13386.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,6421.0
33450-01,33450,01,Real Estate Investments I,Winter,2025,"Thursday, 01:30 pm - 04:30 pm","Pagliari, Joseph",56.0,9,0.0,65.0,CLO,302.0,64.0,1,0.0,,,,,,,65.0,CLO,100.0
33450-81,33450,81,Real Estate Investments I,Winter,2025,"Thursday, 6:00 pm - 9:00 pm","Pagliari, Joseph",13.0,52,0.0,16.0,49,0.0,20.0,45,0.0,21.0,44,0.0,21.0,44,0.0,26.0,39,0.0
33450-85,33450,85,Real Estate Investments I,Winter,2025,"Saturday, 9:00 am - 12:00 pm","Pagliari, Joseph",14.0,51,0.0,17.0,48,0.0,20.0,45,0.0,20.0,45,0.0,20.0,45,0.0,33.0,32,0.0
33471-01,33471,01,"Business, Politics, and Ethics",Winter,2025,"Tuesday, 08:30 am - 11:30 am","Barry, Brian",40.0,2,0.0,42.0,CLO,11000.0,42.0,CLO,6001.0,42.0,CLO,0.0,42.0,CLO,0.0,42.0,CLO,3303.0
33471-02,33471,02,"Business, Politics, and Ethics",Winter,2025,"Tuesday, 01:30 pm - 04:30 pm","Barry, Brian",42.0,CLO,3000.0,42.0,CLO,7100.0,42.0,CLO,8779.0,42.0,CLO,0.0,42.0,CLO,0.0,42.0,CLO,1000.0
33471-03,33471,03,"Business, Politics, and Ethics",Winter,2025,"Wednesday, 08:30 am - 11:30 am","Barry, Brian",31.0,11,0.0,42.0,CLO,7143.0,42.0,CLO,1748.0,42.0,CLO,0.0,42.0,CLO,0.0,42.0,CLO,16000.0
33471-85,33471,85,"Business, Politics, and Ethics",Winter,2025,"Saturday, 9:00 am - 12:00 pm","Barry, Brian",9.0,33,0.0,13.0,29,0.0,34.0,8,0.0,34.0,8,0.0,34.0,8,0.0,37.0,5,0.0
33502-01,33502,01,International Financial Policy,Winter,2025,"Thursday, 01:30 pm - 04:30 pm","Kekre, Rohan",65.0,CLO,15.0,65.0,CLO,4580.0,65.0,CLO,1506.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,3.0
33502-81,33502,81,International Financial Policy,Winter,2025,"Wednesday, 6:00 pm - 9:00 pm","Kekre, Rohan",17.0,48,0.0,25.0,40,0.0,47.0,18,0.0,47.0,18,0.0,47.0,18,0.0,51.0,14,0.0
33610-60,33610,60,Applied Economics Workshop,Winter,2025,"Wednesday, 01:20 pm - 02:50 pm","Bertrand, Marianne; Kamenica, Emir",9.0,21,0.0,10.0,20,0.0,,,,,,,,,,10.0,20,0.0
33630-60,33630,60,Workshop: Money and Banking,Winter,2025,"Wednesday, 03:30 pm - 05:00 pm","Staff, Staff",0.0,30,0.0,0.0,30,0.0,,,,,,,,,,0.0,30,0.0
33650-60,33650,60,Workshop in Macro and International Economics,Winter,2025,"Monday, 12:00 pm - 01:15 pm","Lorenzoni, Guido; Vavra, Joseph",1.0,29,0.0,1.0,29,0.0,,,,,,,,,,1.0,29,0.0
33904-50,33904,50,Microeconomics Reading and Research Seminar,Winter,2025,"Monday, 04:45 pm - 06:15 pm","Budish, Eric; Notowidigdo, Matthew; Zwick, Eric",4.0,18,0.0,5.0,17,0.0,,,,,,,,,,5.0,17,0.0
33917-50,33917,50,Applied Microeconomics in Economic History,Winter,2025,"Friday, 09:00 am - 12:00 pm","Hornbeck, Richard",0.0,35,0.0,0.0,35,0.0,,,,,,,,,,1.0,34,0.0
33920-50,33920,50,Health Economics Literature Seminar,Winter,2025,"Wednesday, 10:10 am - 11:30 am","Gottlieb, Joshua",0.0,20,0.0,1.0,19,0.0,,,,,,,,,,1.0,19,0.0
33922-50,33922,50,Advanced Industrial Organization II,Winter,2025,"Thursday,Tuesday, 12:30 pm - 01:50 pm","Hortacsu, Ali",4.0,26,0.0,4.0,26,0.0,,,,,,,,,,4.0,26,0.0
33948-50,33948,50,Financial Markets in the Macroeconomy,Winter,2025,"Thursday, 1:30 pm - 4:30 pm","Guerrieri, Veronica",3.0,19,0.0,3.0,19,0.0,,,,,,,,,,3.0,19,0.0
34101-01,34101,01,Entrepreneurial Finance and Private Equity,Winter,2025,"Friday, 8:30 am - 11:30 am","Meadow, Scott",70.0,CLO,7989.0,75.0,CLO,18010.0,75.0,CLO,17417.0,,,,,,,75.0,CLO,1000.0
34101-81,34101,81,Entrepreneurial Finance and Private Equity,Winter,2025,"Tuesday, 6:00 pm - 9:00 pm","Zwick, Eric",,,,,,,21.0,44,0.0,,,,,,,28.0,37,0.0
34101-85,34101,85,Entrepreneurial Finance and Private Equity,Winter,2025,"Saturday, 9:00 am - 12:00 pm","Meadow, Scott",46.0,19,0.0,65.0,CLO,1.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0,75.0,CLO,4200.0
34102-01,34102,01,New Venture Strategy,Winter,2025,"Tuesday, 01:30 pm - 04:30 pm","Bunch, Gregory",53.0,12,0.0,65.0,CLO,100.0,63.0,2,0.0,,,,,,,65.0,CLO,1500.0
34102-81,34102,81,New Venture Strategy,Winter,2025,"Thursday, 6:00 pm - 9:00 pm","Schrager, James",41.0,24,0.0,44.0,21,0.0,53.0,12,0.0,53.0,12,0.0,53.0,12,0.0,57.0,8,0.0
34102-85,34102,85,New Venture Strategy,Winter,2025,"Saturday, 1:30 pm - 4:30 pm","Schrager, James",41.0,24,0.0,48.0,17,0.0,49.0,16,0.0,49.0,16,0.0,50.0,15,0.0,48.0,17,0.0
34103-85,34103,85,Building the New Venture,Winter,2025,"Saturday, 1:30 pm - 4:30 pm","Mayekar, Samir",12.0,33,0.0,14.0,31,0.0,19.0,26,0.0,19.0,26,0.0,19.0,26,0.0,27.0,18,0.0
34113-01,34113,01,Impact Investing,Winter,2025,"Thursday, 01:30 pm - 04:30 pm","Parrish, Priya",58.0,7,0.0,65.0,CLO,412.0,61.0,4,0.0,61.0,4,0.0,61.0,4,0.0,60.0,5,0.0
34113-81,34113,81,Impact Investing,Winter,2025,"Thursday, 6:00 pm - 9:00 pm","Parrish, Priya",14.0,51,0.0,14.0,51,0.0,22.0,43,0.0,23.0,42,0.0,23.0,42,0.0,27.0,38,0.0
34206-01,34206,01,"Women As CEOs, Entrepreneurs, Investors, Executives & Directors ",Winter,2025,"Wednesday, 01:30 pm - 04:30 pm","Rapp, Alyssa",65.0,CLO,10.0,65.0,CLO,4444.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
34302-01,34302,01,Entrepreneurship through Acquisition,Winter,2025,"Tuesday, 01:30 pm - 04:30 pm","Agnew, Mark; O'Connor, Brian",65.0,CLO,11200.0,65.0,CLO,22059.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,0.0
34902-50,34902,50,Asset Pricing II,Winter,2025,"Friday,Wednesday, 8:30 am - 9:50 am","Koijen, Ralph; Nagel, Stefan",7.0,13,0.0,7.0,13,0.0,,,,7.0,13,0.0,7.0,13,0.0,6.0,14,0.0
34904-50,34904,50,Corporate Finance II,Winter,2025,"Thursday,Tuesday, 10:10 am - 11:30 am","Sufi, Amir",3.0,19,0.0,3.0,19,0.0,,,,,,,,,,3.0,19,0.0
35000-01,35000,01,Investments,Winter,2025,"Tuesday, 08:30 am - 11:30 am","Weber, Michael",70.0,CLO,2000.0,70.0,CLO,13001.0,70.0,CLO,6828.0,,,,,,,70.0,CLO,7657.0
35000-02,35000,02,Investments,Winter,2025,"Tuesday, 01:30 pm - 04:30 pm","Weber, Michael",70.0,CLO,2200.0,70.0,CLO,9555.0,70.0,CLO,3900.0,,,,,,,70.0,CLO,3945.0
35000-81,35000,81,Investments,Winter,2025,"Monday, 6:00 pm - 9:00 pm","Weber, Michael",26.0,39,0.0,31.0,34,0.0,70.0,CLO,3407.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,3000.0
35010-01,35010,01,Managerial Finance,Winter,2025,"Tuesday, 08:30 am - 11:30 am","Veronesi, Pietro",24.0,41,0.0,24.0,41,0.0,,,,,,,,,,23.0,42,0.0
35100-01,35100,01,Financial Instruments,Winter,2025,"Monday, 08:30 am - 11:30 am","Heaton, John",7.0,58,0.0,8.0,57,0.0,8.0,57,0.0,8.0,57,0.0,8.0,57,0.0,8.0,57,0.0
35100-02,35100,02,Financial Instruments,Winter,2025,"Monday, 01:30 pm - 04:30 pm","Heaton, John",28.0,37,0.0,32.0,33,0.0,36.0,29,0.0,36.0,29,0.0,36.0,29,0.0,35.0,30,0.0
35126-01,35126,01,Quantitative Portfolio Management,Winter,2025,"Tuesday, 08:30 am - 11:30 am","Koijen, Ralph",65.0,CLO,2000.0,70.0,CLO,5104.0,70.0,CLO,2345.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,0.0
35126-81,35126,81,Quantitative Portfolio Management,Winter,2025,"Tuesday, 6:00 pm - 9:00 pm","Koijen, Ralph",38.0,27,0.0,65.0,CLO,1.0,70.0,CLO,2154.0,70.0,CLO,0.0,70.0,CLO,0.0,70.0,CLO,2111.0
35145-01,35145,01,The Family Office,Winter,2025,"Tuesday, 3:00 pm - 6:00 pm","Heaton, John",63.0,2,0.0,65.0,CLO,1998.0,65.0,CLO,600.0,65.0,CLO,0.0,65.0,CLO,0.0,65.0,CLO,1259.0
35150-01,35150,01,Advanced Investments,Winter,2025,"Thursday, 08:30 am - 11:30 am","Nagel, Stefan",48.0,17,0.0,58.0,7,0.0,59.0,6,0.0,59.0,6,0.0,59.0,6,0.0,52.0,13,0.0
35150-81,35150,81,Advanced Investments,Winter,2025,"Wednesday, 6:00 pm - 9:00 pm","Nagel, Stefan",7.0,58,0.0,11.0,54,0.0,11.0,54,0.0,11.0,54,0.0,11.0,54,0.0,12.0,53,0.0
35200-01,35200,01,Corporation Finance,Winter,2025,"Wednesday, 08:30 am - 11:30 am","Noel, Pascal",29.0,36,0.0,43.0,22,0.0,47.0,18,0.0,,,,,,,51.0,14,0.0
35200-02,35200,02,Corporation Finance,Winter,2025,"Wednesday, 01:30 pm - 04:30 pm","Noel, Pascal",65.0,CLO,98.0,65.0,CLO,1379.0,65.0,CLO,0.0,,,,,,,65.0,CLO,201.0
